form_code,form_title,group,court_routing,package_key,relationship_type,county,confidence_score,mapping_source,status,notes
LDSS-5039,IWO Numbered Instructions,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,IWO instructions
OCFS-3937,Request for Information - Private Adoption,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
OCFS-4156,Adoption: Family Court/Surrogate Court Request Form,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-2,Permanency Report (Multiple Children),Family Court Custody,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-3,Permanency Report (Child Freed for Adoption),Supreme Court Matrimonial,SUPREME_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-4,Notice of Permanency Hearing,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-4-b,Statement to Court of Permanency Hearing Reports and/or Notices Sent,UNGROUPED,UNSUPPORTED,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-4a,Statement to Court of Permanency Hearing Reports and/or Notices Sent,UNGROUPED,UNSUPPORTED,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-4c,Statement to Court of Permanency Hearing Reports and/or Notices Sent,UNGROUPED,UNSUPPORTED,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-5,Order - Permanency Hearing Order,Family Court Custody,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-6,Order - Freed for Adoption Permanency Hearing Order,Supreme Court Matrimonial,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-7,Order to Show Cause (Reentry into Foster Care),UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-7a,Notice of Motion (Reentry into Foster Care),Family Court Custody,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-7b,Affirmation by Youth in Support of Motion to Re-enter Foster Care,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-7c,Affirmation by Agency in Support of Order to Show Cause (Reentry into Foster Care),UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
PH-8,Order on Motion to Reenter Foster Care,Family Court Custody,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
SC-1,Temporary Order of Protection (Supreme Court),Supreme Court Matrimonial,SUPREME_COURT,PKG_MOTION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Supreme Court temporary OP
SC-1,Temporary Order of Protection (Supreme Court),Family Court Family Offense,SUPREME_COURT,PKG_ORDER_OF_PROTECTION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: TEMPORARY_ORDER_OF_PROTECTION
SC-1,Temporary Order of Protection (Supreme Court),Family Court Family Offense,SUPREME_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Supreme Court temporary OP
SC-2,Order of Protection (Supreme Court),Supreme Court Matrimonial,SUPREME_COURT,PKG_MOTION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Supreme Court OP
SC-2,Order of Protection (Supreme Court),Family Court Family Offense,SUPREME_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Supreme Court OP
SC-3,Firearms Seizure Order (Supreme Court),Supreme Court Matrimonial,SUPREME_COURT,PKG_MOTION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Firearms seizure order
SC-3,Firearms Seizure Order (Supreme Court),Family Court Family Offense,SUPREME_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Firearms seizure order
SURR-1,Notice of Proceeding for Approval of Judicial or Extra-Judicial Surrender Instrument,Family Court Custody,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
SURR-1a,Affirmation of Caseworker Regarding Persons Entitled to Notice of Surrender of Child in Foster Care,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
SURR-2,Order Directing Service in Proceeding for Approval of Judicial or Extra-Judicial Surrender Instrument,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
SURR-3,Petition for Approval of Extra-judicial Surrender Instrument,Family Court Custody,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
SURR-4,Affirmation of Authorized Agency Employee Witness to Execution of Extra-Judicial Surrender Instrument of Child in Foster Care,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
SURR-4-a,Affidavit of Independent Witness to Execution of Extra-Judicial Surrender Instrument of Child in Foster Care,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
SURR-5,Affirmation of Authorized Agency Employee Responsible for Arranging Supportive Counseling- Extra-Judicial Surrender of Child in Foster Care,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
SURR-5-a,Affidavit of Provider of Supportive Counseling- Extra-Judicial Surrender of Child in Foster Care,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
SURR-6,Order Approving or Disapproving Extra-judicial Surrender Instrument,Family Court Custody,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
SURR-7,Petition for Review of Failure of Material Condition in Conditional Surrender and violation of Post-adoption Contact Agreement (Prior to Adoption Finalization),Enforcement,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
SURR-8,Order Determining Petition for Review of Failure of Material Condition in Conditional Surrender and violation of Post-adoption Contact Agreement (Prior to Adoption Finalization),Family Court Custody,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
TPR-1,Petition (Permanent Neglect),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-10,Petition (Severely or Repeatedly Abused Child),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-11,Order of Disposition (Severely or Repeatedly Abused Child),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-12,Affirmation Regarding Venue - Termination of Parental Rights,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-13,Termination of Parental Rights - Determination of Family Court Judge Regarding Venue,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-14,Termination of Parental Right Order Regarding Venue,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-15,Petition to Restore Parental Rights,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-16,Order on Petition to Restore Parental Rights,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-1a,Summons - Termination of Parental Rights,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-1b,Affirmation of Caseworker Regarding Persons Entitled to Notice of Proceeding to Terminate Parental Rights of Child in Foster Care,Family Court Custody,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
TPR-2,Order of Disposition (Permanent Neglect),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-3,Order Dismissing Petition,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-4,Petition (Parents Deceased),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-5,Order of Disposition (Parents Deceased),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-6,Petition (Abandonment),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-7,Order of Disposition (Abandonment),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-8,Petition (Mental Illness or Intellectual Disability of Parents),Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TPR-9,Order of Disposition (Mental Illness or Intellectual Disability) of Parents,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
TRP-2a,"Findings of Fact, Conclusions of Law, and Order of Disposition-Suspended Judgement - Permanent Neglect",Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
UCCJEA-1,Petition for Custody/Visitation - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-10,Order on Petition to Modify Order of Custody/Visitation - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-10,Order on Petition to Modify Order of Custody/Visitation - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
UCCJEA-11,Petition to Enforce Custody/Visitation Order - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-11,Petition to Enforce Custody/Visitation Order - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
UCCJEA-12,Order to Appear on Petition to Enforce Custody/Visitation Order - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-12,Order to Appear on Petition to Enforce Custody/Visitation Order - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
UCCJEA-13,Order on Petition to Enforce Order of Custody/Visitation - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-13,Order on Petition to Enforce Order of Custody/Visitation - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
UCCJEA-14,Affirmation Application for Registration of an Out-of-State Custody/Visitation Order - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-14,Affirmation Application for Registration of an Out-of-State Custody/Visitation Order - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
UCCJEA-15,Notice of Request for Registration of an Out-of-State Child Custody or Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-16,Objection to the Registration of Out-of-State Child Custody/Visitation Order - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-16,Objection to the Registration of Out-of-State Child Custody/Visitation Order - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
UCCJEA-17,Notice of Hearing Upon Objection to Registration of Order of Custody or Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-17,Notice of Hearing Upon Objection to Registration of Order of Custody or Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
UCCJEA-18,Order Determining Request for Registration of an Out-of-State Custody or Visitation Order: Determination of Objection and Notice of Registration - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-19,Certification of Registration of Out-of-State Order of Custody/Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-19,Certification of Registration of Out-of-State Order of Custody/Visitation,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
UCCJEA-2,Order on Petition for Custody/Visitation - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-3,Affirmation - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-4,Notice of Hearing - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-4a,Order to Show Cause - UCCJEA-Notice,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-4a,Order to Show Cause - UCCJEA-Notice,Supreme Court Matrimonial,FAMILY_COURT,PKG_MOTION,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: ORDER_TO_SHOW_CAUSE
UCCJEA-5,Order for Service of Notice of Proceeding - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-6,Warrant to Arrest Party and Take Physical Custody of Child - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-7,"Electronic Testimony Application, Waiver of Personal Appearance and Order",Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,DUPLICATE,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-7a,Order on Electronic Testimony Application,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-8,Request for Assistance or Records,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-9,Petition to Modify Custody/Visitation Order - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UCCJEA_AFFIDAVIT
UCCJEA-9,Petition to Modify Custody/Visitation Order - UCCJEA,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: ORDER_OF_CUSTODY_VISITATION
UCS-111,Child Support Summary Form,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_UNCONTESTED_WITH_CHILDREN,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: UCS-111
UCS-836,Uniform Adoption - Attorney's Affidavit (Agency and Private Placement),Supreme Court Matrimonial,UNSUPPORTED,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
UCS-840M,Addendum for the RJI,Supreme Court Matrimonial,SUPREME_COURT,PKG_DISCOVERY,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: UCS-840M
UCS-FW3,"Affirmation of Service of Proposed Order to Waive Court Costs, Fees and Expenses",Family Court Child Support,SUPREME_AND_FAMILY_OVERLAP,PKG_CHILD_SUPPORT_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UCS-FW3,"Affirmation of Service of Proposed Order to Waive Court Costs, Fees and Expenses",Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_CONTESTED_COMMENCEMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Fee waiver service affirmation
UCS-FW3,"Affirmation of Service of Proposed Order to Waive Court Costs, Fees and Expenses",Family Court Custody,SUPREME_AND_FAMILY_OVERLAP,PKG_CUSTODY_PETITION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UCS-FW3,"Affirmation of Service of Proposed Order to Waive Court Costs, Fees and Expenses",Enforcement,SUPREME_AND_FAMILY_OVERLAP,PKG_ENFORCEMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UCS-FW3,"Affirmation of Service of Proposed Order to Waive Court Costs, Fees and Expenses",Modification,SUPREME_AND_FAMILY_OVERLAP,PKG_MODIFICATION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UCS-FW3,"Affirmation of Service of Proposed Order to Waive Court Costs, Fees and Expenses",Family Court Family Offense,SUPREME_AND_FAMILY_OVERLAP,PKG_ORDER_OF_PROTECTION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UCS-FW3,"Affirmation of Service of Proposed Order to Waive Court Costs, Fees and Expenses",Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SERVICE,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UCS-FW3,"Affirmation of Service of Proposed Order to Waive Court Costs, Fees and Expenses",Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_UNCONTESTED_NO_CHILDREN,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Fee waiver service affirmation
UCS-FW3,"Affirmation of Service of Proposed Order to Waive Court Costs, Fees and Expenses",Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_UNCONTESTED_WITH_CHILDREN,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Fee waiver service affirmation
UCS-FWO1,"Order to Waive Court Costs, Fees and Expenses",Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Fee waiver order
UCS-FWO1,"Order to Waive Court Costs, Fees and Expenses",Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Fee waiver order
UCS-FWO1,"Order to Waive Court Costs, Fees and Expenses",Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Fee waiver order
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-1
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-1
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,COUNTY_SPECIFIC,RICHMOND_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: efiling
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-1
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,BRONX_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,KINGS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,NEW_YORK_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
UD-1,Summons with Notice,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,COUNTY_SPECIFIC,QUEENS_COUNTY,0.50,COUNTY_RULE,MAPPED,County variation: matrimonial
